Age,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,JobInvolvement,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,Attrition,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single,ratio_years_company,BadLiveLevel,ratio_mincome_x_level
32,5,2,1,1,4,3,7.796880342783522,3,1,14,3,1,0,2,3,4,0,3,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.375,0,0.9876349902262967
36,18,4,1,0,3,4,8.959311617172437,2,0,20,4,1,0,0,3,11,0,9,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.1111111111111111,0,1.0441803550823385
51,2,3,4,0,1,2,8.609407675404048,5,0,18,3,4,1,3,3,4,1,2,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.38461538461538464,0,1.0034001213130241
58,21,3,4,1,3,4,9.791214310053341,4,1,13,3,3,1,2,2,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.13793103448275862,0,1.0156002243987376
43,16,3,4,1,3,4,9.68439827154996,5,1,22,4,3,1,3,3,17,1,9,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0.22727272727272727,0,1.0045206596748777
41,22,3,4,1,3,4,8.60666819784384,3,1,14,3,1,2,4,2,6,3,3,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.25,0,1.0030808435856955
58,10,4,4,0,3,3,9.537699784080726,0,0,13,3,3,0,1,2,37,1,8,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.0,0,0.989304261373828
29,3,4,2,0,2,3,9.387314322443542,1,0,18,3,3,0,2,3,10,0,7,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0.1,0,1.0237280389577366
51,21,4,3,0,3,4,8.601901919343192,0,1,22,4,4,0,2,1,10,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,1,1.002525348410409
42,10,4,3,0,3,3,7.98514393119862,3,0,22,4,2,2,1,2,6,3,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0.3,0,1.0114824393507929
55,2,1,4,0,3,2,9.303557453687317,3,0,18,3,2,1,4,3,3,1,2,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.13043478260869565,0,1.0145939829268171
38,9,2,3,1,3,4,7.735870319952567,1,0,12,3,3,0,3,3,2,2,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.5,0,0.9799068181044651
51,6,3,1,0,3,3,9.880116566212887,7,0,13,3,3,0,5,3,20,15,15,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.30434782608695654,0,1.001968618583683
50,17,5,4,1,2,1,9.493261127326253,5,0,15,3,3,3,3,3,14,1,11,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2631578947368421,0,1.0352820054140535
36,3,3,1,1,2,4,8.941807118363164,0,0,19,3,3,2,2,3,9,3,4,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0.0,0,0.9751435129997273
46,21,2,4,1,3,2,9.096835671179361,4,0,22,4,4,1,2,4,9,3,7,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.3076923076923077,0,1.0602083627777146
48,1,3,4,0,2,4,9.812796687251625,6,0,12,3,3,0,3,4,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.24,0,0.9951415325190605
30,22,4,3,1,3,1,9.037533407550814,0,0,11,3,3,0,3,3,9,7,8,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0.0,0,0.9855828871317385
32,4,4,4,0,1,4,9.249657234353133,1,0,11,3,3,0,2,2,14,9,8,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0.07142857142857142,0,1.0087159262278473
43,8,4,3,1,3,3,8.416930769477844,4,1,14,3,4,0,3,3,5,0,2,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.980967526872403
29,27,3,2,1,3,4,8.941152882160566,1,0,22,4,4,3,3,2,10,1,9,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0.1,0,0.975072165655674
52,4,2,4,1,3,4,9.714503852868623,2,0,13,3,4,0,2,1,5,1,4,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.06451612903225806,0,1.007643381144828
38,18,3,2,0,1,4,8.667680024690174,3,1,16,3,3,1,2,3,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.2,0,1.0101915853193035
47,2,4,3,0,3,2,8.512984346642183,7,0,11,3,4,1,3,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1.75,0,0.9921622773840547
41,6,3,4,0,3,3,9.131513591430211,1,0,12,3,2,0,3,3,10,8,7,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.1,0,0.9958318407769489
45,2,2,1,0,2,4,9.728717411895008,9,0,23,4,4,1,1,3,20,11,8,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0.4090909090909091,0,1.0091176920198215
52,19,4,4,0,3,4,8.356789669923213,0,0,18,3,1,1,3,3,4,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0.0,0,1.0585590032322219
56,7,2,4,0,3,3,7.757906208351747,8,0,11,3,4,1,4,1,10,9,8,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0.5714285714285714,0,0.9826981158372686
45,1,4,2,0,3,3,8.594154232552366,4,0,12,3,3,0,3,3,4,0,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.3333333333333333,0,1.0016223792214811
34,2,1,4,0,2,3,9.16408698745872,1,0,17,3,3,0,2,2,10,1,9,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.1,0,1.0680462979130143
22,6,1,1,0,3,3,7.928045600874777,0,0,20,4,4,0,3,3,2,2,2,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0.0,0,1.004249763404506
36,8,3,1,1,4,1,9.368539986649727,9,0,14,3,1,1,2,3,8,0,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.9,0,1.0216806148165225
30,5,4,2,0,2,4,8.232706009860976,9,0,12,3,2,1,3,2,5,0,3,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.9,0,1.0428412598521741
43,21,3,4,0,3,4,7.7226775164680035,7,0,20,4,1,1,1,3,3,1,2,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.875,0,0.9782356786528261
37,19,3,3,0,3,3,8.660254034256889,3,0,17,3,1,3,2,2,4,0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.3333333333333333,0,1.0093261088565133
32,1,4,4,0,3,1,8.31581113188354,4,0,14,3,2,1,3,2,6,1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0.4444444444444444,0,0.9691823425188822
25,26,1,3,1,3,4,8.729235349659273,1,0,23,4,2,0,5,2,6,1,4,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.16666666666666666,0,1.0173656700961125
51,9,4,4,0,3,4,7.638198244285779,3,0,23,4,2,2,4,3,4,0,3,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.3,0,0.9675346442021385
27,2,2,1,1,4,3,8.77971129020447,0,0,14,3,2,0,5,2,8,0,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.0,0,1.0232484865192597
38,10,3,3,1,3,4,8.64241515616962,1,1,13,3,2,0,1,3,5,1,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0.16666666666666666,0,1.0072470421992343
30,8,2,2,1,4,1,9.342858751676328,0,1,12,3,3,3,4,2,8,1,7,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,0,1.0188799628500196
25,2,3,3,1,3,2,7.690743163541872,4,0,14,3,3,0,3,3,2,1,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.6666666666666666,0,0.9741905371406475
56,1,2,1,1,3,1,7.633853559681768,2,0,22,4,4,1,3,4,3,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.4,0,0.9669843006868131
28,26,3,3,0,2,1,8.460622839927844,1,0,11,3,3,1,0,3,5,0,4,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.2,0,0.9860597039933905
21,9,2,1,0,3,4,7.8674885686991285,1,0,24,4,3,0,3,2,3,2,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.3333333333333333,0,0.9965789718505114
30,16,1,4,0,3,3,8.57583938684897,8,0,15,3,3,2,2,2,2,2,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2.0,0,0.9994878399949187
53,1,1,4,1,3,1,9.033841828485016,7,0,20,4,4,0,2,4,14,8,10,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.3888888888888889,0,1.0528666231616366
25,5,2,2,0,4,1,8.294299608857235,1,0,12,3,4,2,2,3,6,1,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0,0.9666752403315986
36,10,4,4,1,3,3,8.867145589594143,3,0,12,3,1,0,0,3,7,1,7,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.3,0,0.9670013439184645
36,16,4,3,1,2,1,8.639056779173078,4,0,13,3,1,2,3,2,3,0,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0.36363636363636365,0,1.0068556336363235
50,28,3,4,1,3,1,9.733944008101389,4,1,11,3,2,0,2,3,3,1,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.16,0,1.009659824191782
22,2,1,3,0,3,4,7.8336002236611035,0,0,14,3,3,1,2,3,2,2,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0.0,0,0.9922863171156734
26,7,3,4,0,3,4,7.852050207265889,1,0,20,4,3,0,5,3,7,5,7,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0.14285714285714285,0,0.9946233863762082
53,23,4,4,1,3,4,9.566335084610051,6,0,18,3,3,0,0,3,12,3,8,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.18181818181818182,0,0.9922744769898265
42,12,3,3,0,3,1,9.529448434427817,0,1,12,3,2,0,2,2,21,13,14,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,0,0.9884483846364062
42,13,3,2,0,4,1,8.619569258033104,5,0,18,3,3,2,2,2,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,1.004584422675806
37,1,4,3,0,1,4,9.161780181360806,1,0,14,3,3,2,2,2,6,1,3,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.16666666666666666,0,1.0677774467207186
22,26,2,2,1,2,3,7.942717540573791,1,1,14,3,2,0,2,2,4,1,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0.25,0,1.0061082658290876
45,1,4,1,0,3,2,8.914894908906568,1,0,12,3,1,3,4,3,10,7,7,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.1,0,0.9722086178353936
27,8,4,2,1,3,2,8.734721003944811,1,0,18,3,1,1,3,3,8,0,7,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0.125,0,1.018005006317966
32,2,1,3,1,3,1,7.947325027016463,1,0,12,3,3,3,3,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0,1.0066918985934392
29,24,2,4,0,2,4,7.799753318287247,1,1,24,4,2,0,3,2,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1.0,0,0.9879989115651907
34,20,3,3,1,4,3,7.857867559331803,0,0,17,3,4,0,5,2,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0.0,0,0.995360273464142
37,3,3,3,0,3,3,9.152181457802651,1,0,15,3,3,1,2,3,10,7,8,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.1,0,0.9980857627810638
31,12,3,4,1,3,4,8.675222055641148,0,1,11,3,3,2,2,1,9,8,5,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1,1.0110705859493672
51,1,4,1,1,2,1,8.920656296853728,3,0,20,4,3,0,1,2,13,12,8,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.13043478260869565,0,0.9728369226073686
51,5,3,3,0,3,2,9.54873932271967,1,1,11,3,2,1,2,3,33,0,10,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.030303030303030304,0,0.9904493448705154
41,23,2,4,0,3,3,8.865452825753623,3,1,16,3,4,0,2,3,2,0,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.14285714285714285,0,0.9668167405540357
38,25,2,1,1,2,2,9.397815294010933,3,0,17,3,3,1,2,3,10,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.15789473684210525,0,1.0248732162321497
34,8,2,2,1,3,3,8.723068501163928,3,0,11,3,4,0,2,3,5,4,3,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.3,0,1.0166469427734388
30,3,3,3,1,3,3,7.642044402873258,1,0,20,4,3,1,2,3,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0.9680218391611414
39,10,1,3,0,3,3,9.5078490052457,7,0,21,4,3,0,3,3,4,2,2,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.7777777777777778,0,1.0368728778555274
55,26,4,3,0,4,2,9.885170820750231,4,1,18,3,1,1,0,3,10,1,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.11428571428571428,0,1.002481183835602
48,1,4,1,0,4,4,9.734240155229445,2,0,22,4,3,0,3,2,5,2,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.07407407407407407,0,1.0096905422498477
33,25,3,2,1,3,3,8.420682291035394,1,0,12,3,1,1,3,2,10,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0.1,0,0.9814047552309472
38,2,2,3,1,2,2,7.81156848934518,4,0,14,3,2,1,4,2,6,0,5,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.4444444444444444,0,0.9894955455828108
30,29,4,3,0,3,1,8.32263709695394,8,0,19,3,3,3,3,3,4,0,3,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0,0.969977887861599
21,10,3,3,1,2,1,7.256297239690681,1,0,13,3,1,0,6,2,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1.0,0,0.9191590403249038
24,21,2,3,0,2,1,7.739359202689098,0,0,14,3,2,3,3,3,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.0,0,0.9803487567409332
35,16,3,1,0,4,2,7.794411205726601,0,0,13,3,3,1,5,3,5,0,3,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.0,0,0.9873222233187815
38,2,3,3,0,3,2,8.487970332739334,4,0,11,3,1,2,2,3,5,1,4,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.5714285714285714,0,0.9892469706021085
54,9,2,1,1,3,3,7.971776122880628,3,0,11,3,3,2,6,2,4,2,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.3333333333333333,0,0.9290861149054943
52,5,3,2,0,3,2,9.041566627727496,9,1,19,3,3,0,2,2,8,7,7,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.9,0,0.9860227275845385
20,6,3,4,1,2,4,7.9817332866918855,1,1,18,3,2,0,5,3,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1.0,0,1.0110504111926086
47,16,4,3,0,4,3,8.53070154144103,1,1,19,3,3,0,3,4,19,2,7,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.05,0,0.9942271622263972
53,7,3,3,0,4,3,9.603395460007665,3,0,19,3,3,0,3,3,5,1,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.09375,0,0.9961185891068978
30,7,3,2,0,2,2,7.669495251007694,1,0,12,3,2,1,3,2,6,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0.16666666666666666,0,0.9714990527308034
35,11,4,4,0,3,3,7.886457270977689,7,1,11,3,3,1,3,3,2,2,2,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1.4,0,0.9989817474820281
46,8,4,4,1,2,1,8.437283808187935,8,1,23,4,1,3,2,3,16,1,7,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.42105263157894735,0,0.9833396112573878
59,2,3,3,1,2,4,9.52711997525166,3,1,13,3,1,0,4,3,5,4,3,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.1,0,0.9882068636578101
36,5,2,4,0,3,2,8.685246776412487,8,0,16,3,4,0,3,4,13,3,7,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.5,0,1.0122389364814053
33,3,4,4,1,3,3,7.975908360165538,1,1,11,3,3,0,3,3,8,3,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.125,0,1.0103125646437332
40,4,4,3,0,2,4,9.292473201514705,7,0,11,3,1,1,2,2,12,2,11,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0.4666666666666667,0,1.0133851963292648
28,1,3,4,0,3,1,7.640603826393634,2,0,11,3,2,0,2,2,3,1,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0.4,0,0.9678393605703689
23,2,1,3,0,3,1,7.750614732770409,3,0,13,3,3,1,3,3,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1.0,0,0.9817745007376507
30,1,3,2,0,2,1,9.18142636181154,1,0,11,3,4,1,4,3,10,6,7,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.1,0,1.070067148938436
27,8,5,1,0,1,3,8.438582790834326,1,0,19,3,4,3,4,3,3,1,2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.3333333333333333,0,1.0689197814691733
19,2,2,1,0,2,4,7.84971375760487,1,0,12,3,3,0,3,4,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1.0,0,0.9943274270518792
32,1,2,1,0,1,2,8.815221555922163,6,0,15,3,2,0,2,3,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.6,0,1.0273870993335634
40,2,2,3,1,4,2,8.353497098745448,1,0,24,4,4,1,2,3,8,3,7,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.125,0,0.9735745266442858
57,24,2,3,0,4,4,9.152711259139547,3,1,16,3,2,1,2,1,5,1,4,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,1,0.9981435399540685
34,1,3,4,1,2,2,8.100161446936607,5,0,17,3,1,1,2,2,5,0,2,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.7142857142857143,0,1.026051769395325
58,2,4,4,0,3,2,9.865110483415124,7,1,12,3,4,0,2,3,31,13,8,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.175,0,1.000446812241575
40,6,2,3,0,3,4,9.707351006708445,1,1,21,4,4,0,2,3,21,7,7,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.047619047619047616,0,1.0069014474136966
33,2,2,1,1,3,1,7.903965634032166,7,0,20,4,1,0,3,4,9,1,7,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.5384615384615384,0,1.0011995411653942
19,22,1,4,0,3,3,7.424165281042028,1,1,19,3,4,0,2,2,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,0,0.9404229746281662
40,2,3,2,1,2,3,8.145839612936841,6,0,22,4,2,1,3,3,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.3,0,0.9493726820682435
33,7,3,4,1,3,2,8.3670677328386,0,0,17,3,3,1,3,3,3,0,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0,0,0.9751561425241173
53,6,2,2,0,3,3,7.7437032581737535,2,1,20,4,4,1,3,1,7,4,5,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0.15384615384615385,1,0.9025049203862853
43,27,3,3,1,3,1,9.289243969571649,8,0,11,3,3,1,1,3,8,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.4444444444444444,0,1.0130330343401324
44,23,3,2,0,3,2,7.622174594817622,4,0,12,3,3,1,3,4,3,1,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.23529411764705882,0,0.8883411265282102
36,6,3,2,1,4,4,8.019283792916793,3,0,12,3,2,0,3,3,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.6,0,1.0158069538376109
35,25,3,4,0,2,2,9.296884973376368,3,0,16,3,1,0,2,3,13,4,8,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.1875,0,1.013866319513291
33,2,4,4,0,3,4,8.613593685702552,1,0,14,3,3,2,5,3,6,0,4,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.16666666666666666,0,1.0038879880048681
30,8,2,3,0,3,3,8.890823576004383,5,0,11,3,1,1,2,4,8,7,7,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.5,0,0.9695835327918326
31,18,5,4,0,4,1,7.9919305198524775,0,0,17,3,3,0,4,3,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0,0,1.012342100154107
26,1,2,1,1,1,4,8.381373468273702,3,0,14,3,1,1,2,3,2,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.6,0,1.0616730460770738
42,2,4,3,1,3,4,8.316300249036848,1,0,13,3,2,2,4,3,10,2,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.1,0,0.9692393476264888
34,7,4,1,0,3,4,7.997326822998097,1,0,13,3,3,0,4,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1.0,0,1.0130256527508088
40,12,3,2,1,3,1,8.400434630806041,2,0,12,3,2,1,3,3,7,7,7,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13333333333333333,0,0.979044952385453
24,10,3,1,0,3,4,7.671360923190644,0,0,14,3,4,1,2,3,2,2,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0.0,0,0.9717353784209724
31,9,4,3,0,2,2,7.88532923927319,0,1,16,3,4,0,5,3,2,2,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0,0,0.9988388591045658
45,29,3,3,0,3,4,8.146998697389993,5,0,13,3,2,0,2,2,6,0,3,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.5555555555555556,0,1.0319846688833327
42,2,3,1,0,3,3,9.845911404398532,5,0,11,3,1,0,2,2,22,4,14,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.20833333333333334,0,0.9984997831198622
36,2,2,2,0,2,3,8.935508711503221,1,0,13,3,2,2,2,3,10,9,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0.1,0,0.9744566439462569
29,20,1,4,0,3,4,8.246171559857563,1,0,13,3,2,0,3,4,11,3,10,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.09090909090909091,0,1.0445469482499166
32,25,4,1,0,3,4,7.935945103353701,1,1,24,4,3,0,2,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1.0,1,1.005250397595434
41,14,3,1,0,3,3,7.804659297056102,4,0,12,3,1,1,2,3,9,1,8,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.3076923076923077,0,0.9886203545116524
28,10,1,4,0,3,2,6.959398512133975,1,0,22,4,2,0,5,3,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1.0,0,0.8815507202023479
49,2,1,2,0,3,4,9.860684430210819,3,0,15,3,4,0,3,3,5,4,3,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.10714285714285714,0,0.9999979545398288
60,1,4,3,0,1,4,9.295049099903137,3,0,20,4,3,1,2,4,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.15789473684210525,0,1.0136661094120876
40,16,3,3,1,3,4,8.980423936374544,6,1,15,3,4,0,2,2,4,3,3,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.3333333333333333,0,0.9793548473617888
27,9,3,4,0,3,2,7.613324979540639,6,0,18,3,4,1,1,1,2,2,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0.9643839344947361
36,27,3,3,0,3,3,8.563695025067657,6,0,13,3,2,2,3,2,7,7,7,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.35294117647058826,0,0.9980724517888925
